sektor,transaktionspost,kvartal,"Inkomster och utgifter samt kapitaltransaktioner (ENS2010), löpande priser, mnkr"
S11 Icke-finansiella bolag,"D45.REC Arrenden, tillgång",2024K1,118
S11 Icke-finansiella bolag,"D45.REC Arrenden, tillgång",2024K2,123
S11 Icke-finansiella bolag,"D45.REC Arrenden, tillgång",2024K3,120
S11 Icke-finansiella bolag,"D45.REC Arrenden, tillgång",2024K4,119
S11 Icke-finansiella bolag,"D3.PAY Subventioner, användning",2024K1,..
S11 Icke-finansiella bolag,"D3.PAY Subventioner, användning",2024K2,..
S11 Icke-finansiella bolag,"D3.PAY Subventioner, användning",2024K3,..
S11 Icke-finansiella bolag,"D3.PAY Subventioner, användning",2024K4,..
S11 Icke-finansiella bolag,"D31.PAY Produktsubventioner, användning",2024K1,..
S11 Icke-finansiella bolag,"D31.PAY Produktsubventioner, användning",2024K2,..
S11 Icke-finansiella bolag,"D31.PAY Produktsubventioner, användning",2024K3,..
S11 Icke-finansiella bolag,"D31.PAY Produktsubventioner, användning",2024K4,..
S11 Icke-finansiella bolag,"D39.PAY Övriga produktionssubventioner, användning",2024K1,..
S11 Icke-finansiella bolag,"D39.PAY Övriga produktionssubventioner, användning",2024K2,..
S11 Icke-finansiella bolag,"D39.PAY Övriga produktionssubventioner, användning",2024K3,..
S11 Icke-finansiella bolag,"D39.PAY Övriga produktionssubventioner, användning",2024K4,..
S11 Icke-finansiella bolag,"D4.PAY Kapitalinkomst, användning",2024K1,194621
S11 Icke-finansiella bolag,"D4.PAY Kapitalinkomst, användning",2024K2,508843
S11 Icke-finansiella bolag,"D4.PAY Kapitalinkomst, användning",2024K3,311312
S11 Icke-finansiella bolag,"D4.PAY Kapitalinkomst, användning",2024K4,337596
S11 Icke-finansiella bolag,"D41.PAY Ränta, FISIM-justerad, användning",2024K1,78346
S11 Icke-finansiella bolag,"D41.PAY Ränta, FISIM-justerad, användning",2024K2,74091
S11 Icke-finansiella bolag,"D41.PAY Ränta, FISIM-justerad, användning",2024K3,81337
S11 Icke-finansiella bolag,"D41.PAY Ränta, FISIM-justerad, användning",2024K4,70831
S11 Icke-finansiella bolag,"D41G.PAY Ränta, användning",2024K1,83945
S11 Icke-finansiella bolag,"D41G.PAY Ränta, användning",2024K2,79901
S11 Icke-finansiella bolag,"D41G.PAY Ränta, användning",2024K3,86367
S11 Icke-finansiella bolag,"D41G.PAY Ränta, användning",2024K4,76387
S11 Icke-finansiella bolag,"D41Adj.PAY FISIM-justering, användning",2024K1,-5599
S11 Icke-finansiella bolag,"D41Adj.PAY FISIM-justering, användning",2024K2,-5810
S11 Icke-finansiella bolag,"D41Adj.PAY FISIM-justering, användning",2024K3,-5030
S11 Icke-finansiella bolag,"D41Adj.PAY FISIM-justering, användning",2024K4,-5556
S11 Icke-finansiella bolag,"D4N.PAY Andra kapitalinkomster än räntor, användning",2024K1,116275
S11 Icke-finansiella bolag,"D4N.PAY Andra kapitalinkomster än räntor, användning",2024K2,434752
S11 Icke-finansiella bolag,"D4N.PAY Andra kapitalinkomster än räntor, användning",2024K3,229975
S11 Icke-finansiella bolag,"D4N.PAY Andra kapitalinkomster än räntor, användning",2024K4,266765
S11 Icke-finansiella bolag,"D42.PAY Utdelning från bolag samt ägaruttag från kvasibolag, användning",2024K1,86019
S11 Icke-finansiella bolag,"D42.PAY Utdelning från bolag samt ägaruttag från kvasibolag, användning",2024K2,424623
S11 Icke-finansiella bolag,"D42.PAY Utdelning från bolag samt ägaruttag från kvasibolag, användning",2024K3,213450
S11 Icke-finansiella bolag,"D42.PAY Utdelning från bolag samt ägaruttag från kvasibolag, användning",2024K4,242375
S11 Icke-finansiella bolag,"D421.PAY Utdelning från bolag, användning",2024K1,85869
S11 Icke-finansiella bolag,"D421.PAY Utdelning från bolag, användning",2024K2,424480
S11 Icke-finansiella bolag,"D421.PAY Utdelning från bolag, användning",2024K3,213034
S11 Icke-finansiella bolag,"D421.PAY Utdelning från bolag, användning",2024K4,242232
S11 Icke-finansiella bolag,"D422.PAY Ägaruttag från kvasibolag, användning",2024K1,150
S11 Icke-finansiella bolag,"D422.PAY Ägaruttag från kvasibolag, användning",2024K2,143
S11 Icke-finansiella bolag,"D422.PAY Ägaruttag från kvasibolag, användning",2024K3,416
S11 Icke-finansiella bolag,"D422.PAY Ägaruttag från kvasibolag, användning",2024K4,143
S11 Icke-finansiella bolag,"D4o.PAY Övriga kapitalinkomster (D43, D44 och D45), användning ",2024K1,30256
S11 Icke-finansiella bolag,"D4o.PAY Övriga kapitalinkomster (D43, D44 och D45), användning ",2024K2,10129
S11 Icke-finansiella bolag,"D4o.PAY Övriga kapitalinkomster (D43, D44 och D45), användning ",2024K3,16525
S11 Icke-finansiella bolag,"D4o.PAY Övriga kapitalinkomster (D43, D44 och D45), användning ",2024K4,24390
S11 Icke-finansiella bolag,"D43.PAY Återinvesterade vinstmedel från utländska direktinvesteringar, användning",2024K1,28328
S11 Icke-finansiella bolag,"D43.PAY Återinvesterade vinstmedel från utländska direktinvesteringar, användning",2024K2,8047
S11 Icke-finansiella bolag,"D43.PAY Återinvesterade vinstmedel från utländska direktinvesteringar, användning",2024K3,14935
S11 Icke-finansiella bolag,"D43.PAY Återinvesterade vinstmedel från utländska direktinvesteringar, användning",2024K4,22417
S11 Icke-finansiella bolag,"D43S21.PAY Återinvesterade vinstmedel från utländska direktinvesteringar inom EU, användning",2024K1,10074
S11 Icke-finansiella bolag,"D43S21.PAY Återinvesterade vinstmedel från utländska direktinvesteringar inom EU, användning",2024K2,1035
S11 Icke-finansiella bolag,"D43S21.PAY Återinvesterade vinstmedel från utländska direktinvesteringar inom EU, användning",2024K3,14501
S11 Icke-finansiella bolag,"D43S21.PAY Återinvesterade vinstmedel från utländska direktinvesteringar inom EU, användning",2024K4,4231
S11 Icke-finansiella bolag,"D43S22.PAY Återinvesterade vinstmedel från utländska direktinvesteringar utanför EU, användning",2024K1,18254
S11 Icke-finansiella bolag,"D43S22.PAY Återinvesterade vinstmedel från utländska direktinvesteringar utanför EU, användning",2024K2,7012
S11 Icke-finansiella bolag,"D43S22.PAY Återinvesterade vinstmedel från utländska direktinvesteringar utanför EU, användning",2024K3,434
S11 Icke-finansiella bolag,"D43S22.PAY Återinvesterade vinstmedel från utländska direktinvesteringar utanför EU, användning",2024K4,18186
S11 Icke-finansiella bolag,"D44.PAY Övrig kapitalavkastning, användning",2024K1,992
S11 Icke-finansiella bolag,"D44.PAY Övrig kapitalavkastning, användning",2024K2,1133
S11 Icke-finansiella bolag,"D44.PAY Övrig kapitalavkastning, användning",2024K3,656
S11 Icke-finansiella bolag,"D44.PAY Övrig kapitalavkastning, användning",2024K4,1039
S11 Icke-finansiella bolag,"D441.PAY Kapitalavkastning tillräknad försäkringstagare, användning",2024K1,0
S11 Icke-finansiella bolag,"D441.PAY Kapitalavkastning tillräknad försäkringstagare, användning",2024K2,0
S11 Icke-finansiella bolag,"D441.PAY Kapitalavkastning tillräknad försäkringstagare, användning",2024K3,0
S11 Icke-finansiella bolag,"D441.PAY Kapitalavkastning tillräknad försäkringstagare, användning",2024K4,0
S11 Icke-finansiella bolag,"D442.PAY Kapitalavkastning på pensionsrätter, användning",2024K1,992
S11 Icke-finansiella bolag,"D442.PAY Kapitalavkastning på pensionsrätter, användning",2024K2,1133
S11 Icke-finansiella bolag,"D442.PAY Kapitalavkastning på pensionsrätter, användning",2024K3,656
S11 Icke-finansiella bolag,"D442.PAY Kapitalavkastning på pensionsrätter, användning",2024K4,1039
S11 Icke-finansiella bolag,"D443.PAY Kapitalavkastning tillräknad andelsägare i kollektiva investeringsfonder, användning",2024K1,0
S11 Icke-finansiella bolag,"D443.PAY Kapitalavkastning tillräknad andelsägare i kollektiva investeringsfonder, användning",2024K2,0
S11 Icke-finansiella bolag,"D443.PAY Kapitalavkastning tillräknad andelsägare i kollektiva investeringsfonder, användning",2024K3,0
S11 Icke-finansiella bolag,"D443.PAY Kapitalavkastning tillräknad andelsägare i kollektiva investeringsfonder, användning",2024K4,0
S11 Icke-finansiella bolag,"D45.PAY Arrenden, användning",2024K1,936
S11 Icke-finansiella bolag,"D45.PAY Arrenden, användning",2024K2,949
S11 Icke-finansiella bolag,"D45.PAY Arrenden, användning",2024K3,934
S11 Icke-finansiella bolag,"D45.PAY Arrenden, användning",2024K4,934
S11 Icke-finansiella bolag,"B4g Företagarinkomst, brutto",2024K1,418531
S11 Icke-finansiella bolag,"B4g Företagarinkomst, brutto",2024K2,665682
S11 Icke-finansiella bolag,"B4g Företagarinkomst, brutto",2024K3,521995
S11 Icke-finansiella bolag,"B4g Företagarinkomst, brutto",2024K4,663740
S11 Icke-finansiella bolag,"B4n Företagarinkomst, netto",2024K1,224550
S11 Icke-finansiella bolag,"B4n Företagarinkomst, netto",2024K2,466151
S11 Icke-finansiella bolag,"B4n Företagarinkomst, netto",2024K3,321258
S11 Icke-finansiella bolag,"B4n Företagarinkomst, netto",2024K4,461049
S11 Icke-finansiella bolag,"B5n Primärinkomstsaldo, netto",2024K1,110203
S11 Icke-finansiella bolag,"B5n Primärinkomstsaldo, netto",2024K2,33481
S11 Icke-finansiella bolag,"B5n Primärinkomstsaldo, netto",2024K3,92873
S11 Icke-finansiella bolag,"B5n Primärinkomstsaldo, netto",2024K4,196257
S11 Icke-finansiella bolag,"D5+D6L+D7net.REC Löpande transfereringar, kontanta, netto",2024K1,-54176
S11 Icke-finansiella bolag,"D5+D6L+D7net.REC Löpande transfereringar, kontanta, netto",2024K2,-61230
S11 Icke-finansiella bolag,"D5+D6L+D7net.REC Löpande transfereringar, kontanta, netto",2024K3,-64327
S11 Icke-finansiella bolag,"D5+D6L+D7net.REC Löpande transfereringar, kontanta, netto",2024K4,-58392
S11 Icke-finansiella bolag,"D6.REC Sociala avgifter och förmåner, tillgång",2024K1,3150
S11 Icke-finansiella bolag,"D6.REC Sociala avgifter och förmåner, tillgång",2024K2,3465
S11 Icke-finansiella bolag,"D6.REC Sociala avgifter och förmåner, tillgång",2024K3,2937
S11 Icke-finansiella bolag,"D6.REC Sociala avgifter och förmåner, tillgång",2024K4,3293
S11 Icke-finansiella bolag,"D6.PAY Sociala avgifter och förmåner, användning",2024K1,1116
S11 Icke-finansiella bolag,"D6.PAY Sociala avgifter och förmåner, användning",2024K2,1074
S11 Icke-finansiella bolag,"D6.PAY Sociala avgifter och förmåner, användning",2024K3,1112
S11 Icke-finansiella bolag,"D6.PAY Sociala avgifter och förmåner, användning",2024K4,1080
S11 Icke-finansiella bolag,D6M.PAY Sociala förmåner inklusive sociala naturaförmåner - köpt marknadsproduktion,2024K1,..
S11 Icke-finansiella bolag,D6M.PAY Sociala förmåner inklusive sociala naturaförmåner - köpt marknadsproduktion,2024K2,..
S11 Icke-finansiella bolag,D6M.PAY Sociala förmåner inklusive sociala naturaförmåner - köpt marknadsproduktion,2024K3,..
S11 Icke-finansiella bolag,D6M.PAY Sociala förmåner inklusive sociala naturaförmåner - köpt marknadsproduktion,2024K4,..
S11 Icke-finansiella bolag,"D5.REC Löpande inkomst- och förmögenhetsskatter etc., tillgång",2024K1,..
S11 Icke-finansiella bolag,"D5.REC Löpande inkomst- och förmögenhetsskatter etc., tillgång",2024K2,..
S11 Icke-finansiella bolag,"D5.REC Löpande inkomst- och förmögenhetsskatter etc., tillgång",2024K3,..
S11 Icke-finansiella bolag,"D5.REC Löpande inkomst- och förmögenhetsskatter etc., tillgång",2024K4,..
S11 Icke-finansiella bolag,"D51.REC Inkomstskatter, tillgång",2024K1,..
S11 Icke-finansiella bolag,"D51.REC Inkomstskatter, tillgång",2024K2,..
S11 Icke-finansiella bolag,"D51.REC Inkomstskatter, tillgång",2024K3,..
S11 Icke-finansiella bolag,"D51.REC Inkomstskatter, tillgång",2024K4,..
S11 Icke-finansiella bolag,"D59.REC Övriga löpande skatter, tillgång",2024K1,..
S11 Icke-finansiella bolag,"D59.REC Övriga löpande skatter, tillgång",2024K2,..
S11 Icke-finansiella bolag,"D59.REC Övriga löpande skatter, tillgång",2024K3,..
S11 Icke-finansiella bolag,"D59.REC Övriga löpande skatter, tillgång",2024K4,..
S11 Icke-finansiella bolag,"D6L.REC Sociala avgifter och förmåner, kontanta, tillgång",2024K1,3150
S11 Icke-finansiella bolag,"D6L.REC Sociala avgifter och förmåner, kontanta, tillgång",2024K2,3465
S11 Icke-finansiella bolag,"D6L.REC Sociala avgifter och förmåner, kontanta, tillgång",2024K3,2937
S11 Icke-finansiella bolag,"D6L.REC Sociala avgifter och förmåner, kontanta, tillgång",2024K4,3293
S11 Icke-finansiella bolag,"D61.REC Sociala avgifter, tillgång",2024K1,3150
S11 Icke-finansiella bolag,"D61.REC Sociala avgifter, tillgång",2024K2,3465
S11 Icke-finansiella bolag,"D61.REC Sociala avgifter, tillgång",2024K3,2937
S11 Icke-finansiella bolag,"D61.REC Sociala avgifter, tillgång",2024K4,3293
S11 Icke-finansiella bolag,"D611.REC Arbetsgivares faktiska sociala avgifter, tillgång",2024K1,2736
S11 Icke-finansiella bolag,"D611.REC Arbetsgivares faktiska sociala avgifter, tillgång",2024K2,2909
S11 Icke-finansiella bolag,"D611.REC Arbetsgivares faktiska sociala avgifter, tillgång",2024K3,2862
S11 Icke-finansiella bolag,"D611.REC Arbetsgivares faktiska sociala avgifter, tillgång",2024K4,2837
S11 Icke-finansiella bolag,"D612.REC Arbetsgivares tillräknade sociala avgifter, tillgång",2024K1,0
S11 Icke-finansiella bolag,"D612.REC Arbetsgivares tillräknade sociala avgifter, tillgång",2024K2,0
S11 Icke-finansiella bolag,"D612.REC Arbetsgivares tillräknade sociala avgifter, tillgång",2024K3,0
S11 Icke-finansiella bolag,"D612.REC Arbetsgivares tillräknade sociala avgifter, tillgång",2024K4,0
S11 Icke-finansiella bolag,"D613.REC Hushållens faktiska egenavgifter, tillgång",2024K1,0
S11 Icke-finansiella bolag,"D613.REC Hushållens faktiska egenavgifter, tillgång",2024K2,0
S11 Icke-finansiella bolag,"D613.REC Hushållens faktiska egenavgifter, tillgång",2024K3,0
S11 Icke-finansiella bolag,"D613.REC Hushållens faktiska egenavgifter, tillgång",2024K4,0
S11 Icke-finansiella bolag,"D614.REC Hushållens kompletterande egenavgifter, tillgång",2024K1,495
S11 Icke-finansiella bolag,"D614.REC Hushållens kompletterande egenavgifter, tillgång",2024K2,640
S11 Icke-finansiella bolag,"D614.REC Hushållens kompletterande egenavgifter, tillgång",2024K3,147
S11 Icke-finansiella bolag,"D614.REC Hushållens kompletterande egenavgifter, tillgång",2024K4,545
S11 Icke-finansiella bolag,"D61SC.REC De sociala försäkringssystemens administrationsavgifter, tillgång",2024K1,-81
S11 Icke-finansiella bolag,"D61SC.REC De sociala försäkringssystemens administrationsavgifter, tillgång",2024K2,-84
S11 Icke-finansiella bolag,"D61SC.REC De sociala försäkringssystemens administrationsavgifter, tillgång",2024K3,-72
S11 Icke-finansiella bolag,"D61SC.REC De sociala försäkringssystemens administrationsavgifter, tillgång",2024K4,-89
S11 Icke-finansiella bolag,"D62.REC Sociala förmåner andra än in natura, tillgång ",2024K1,..
S11 Icke-finansiella bolag,"D62.REC Sociala förmåner andra än in natura, tillgång ",2024K2,..
S11 Icke-finansiella bolag,"D62.REC Sociala förmåner andra än in natura, tillgång ",2024K3,..
S11 Icke-finansiella bolag,"D62.REC Sociala förmåner andra än in natura, tillgång ",2024K4,..
S11 Icke-finansiella bolag,"D621.REC Kontanta sociala trygghetsförmåner, tillgång",2024K1,..
S11 Icke-finansiella bolag,"D621.REC Kontanta sociala trygghetsförmåner, tillgång",2024K2,..
S11 Icke-finansiella bolag,"D621.REC Kontanta sociala trygghetsförmåner, tillgång",2024K3,..
S11 Icke-finansiella bolag,"D621.REC Kontanta sociala trygghetsförmåner, tillgång",2024K4,..
S11 Icke-finansiella bolag,"D622.REC Förmåner från andra sociala försäkringssystem, tillgång",2024K1,..
S11 Icke-finansiella bolag,"D622.REC Förmåner från andra sociala försäkringssystem, tillgång",2024K2,..
S11 Icke-finansiella bolag,"D622.REC Förmåner från andra sociala försäkringssystem, tillgång",2024K3,..
S11 Icke-finansiella bolag,"D622.REC Förmåner från andra sociala försäkringssystem, tillgång",2024K4,..
S11 Icke-finansiella bolag,"D623.REC Kontant socialt bistånd, tillgång",2024K1,..
S11 Icke-finansiella bolag,"D623.REC Kontant socialt bistånd, tillgång",2024K2,..
S11 Icke-finansiella bolag,"D623.REC Kontant socialt bistånd, tillgång",2024K3,..
S11 Icke-finansiella bolag,"D623.REC Kontant socialt bistånd, tillgång",2024K4,..
S11 Icke-finansiella bolag,"D7.REC Andra löpande transfereringar, tillgång",2024K1,10727
S11 Icke-finansiella bolag,"D7.REC Andra löpande transfereringar, tillgång",2024K2,10157
S11 Icke-finansiella bolag,"D7.REC Andra löpande transfereringar, tillgång",2024K3,8541
S11 Icke-finansiella bolag,"D7.REC Andra löpande transfereringar, tillgång",2024K4,11388
S11 Icke-finansiella bolag,"D71.REC Skadeförsäkringspremier, netto, tillgång",2024K1,..
S11 Icke-finansiella bolag,"D71.REC Skadeförsäkringspremier, netto, tillgång",2024K2,..
S11 Icke-finansiella bolag,"D71.REC Skadeförsäkringspremier, netto, tillgång",2024K3,..
S11 Icke-finansiella bolag,"D71.REC Skadeförsäkringspremier, netto, tillgång",2024K4,..
S11 Icke-finansiella bolag,"D72.REC Skadeförsäkringsfodringar, tillgång",2024K1,8929
S11 Icke-finansiella bolag,"D72.REC Skadeförsäkringsfodringar, tillgång",2024K2,9375
S11 Icke-finansiella bolag,"D72.REC Skadeförsäkringsfodringar, tillgång",2024K3,8087
S11 Icke-finansiella bolag,"D72.REC Skadeförsäkringsfodringar, tillgång",2024K4,10334
S11 Icke-finansiella bolag,"D7N.REC Andra löpande transfereringar än skadeförsäkringspremier och -fordringar, tillgång",2024K1,1798
S11 Icke-finansiella bolag,"D7N.REC Andra löpande transfereringar än skadeförsäkringspremier och -fordringar, tillgång",2024K2,782
S11 Icke-finansiella bolag,"D7N.REC Andra löpande transfereringar än skadeförsäkringspremier och -fordringar, tillgång",2024K3,454
S11 Icke-finansiella bolag,"D7N.REC Andra löpande transfereringar än skadeförsäkringspremier och -fordringar, tillgång",2024K4,1054
S11 Icke-finansiella bolag,"D73.REC Löpande transfereringar inom den offentliga förvaltningen, tillgång",2024K1,..
S11 Icke-finansiella bolag,"D73.REC Löpande transfereringar inom den offentliga förvaltningen, tillgång",2024K2,..
S11 Icke-finansiella bolag,"D73.REC Löpande transfereringar inom den offentliga förvaltningen, tillgång",2024K3,..
S11 Icke-finansiella bolag,"D73.REC Löpande transfereringar inom den offentliga förvaltningen, tillgång",2024K4,..
S11 Icke-finansiella bolag,"D74.REC Löpande internationellt samarbete, tillgång",2024K1,..
S11 Icke-finansiella bolag,"D74.REC Löpande internationellt samarbete, tillgång",2024K2,..
S11 Icke-finansiella bolag,"D74.REC Löpande internationellt samarbete, tillgång",2024K3,..
S11 Icke-finansiella bolag,"D74.REC Löpande internationellt samarbete, tillgång",2024K4,..
S11 Icke-finansiella bolag,"D74A.REC Bidrag till och från EU-institutioner, tillgång",2024K1,..
S11 Icke-finansiella bolag,"D74A.REC Bidrag till och från EU-institutioner, tillgång",2024K2,..
S11 Icke-finansiella bolag,"D74A.REC Bidrag till och från EU-institutioner, tillgång",2024K3,..
S11 Icke-finansiella bolag,"D74A.REC Bidrag till och från EU-institutioner, tillgång",2024K4,..
S11 Icke-finansiella bolag,"D75.REC Övriga löpande transfereringar, tillgång",2024K1,1798
S11 Icke-finansiella bolag,"D75.REC Övriga löpande transfereringar, tillgång",2024K2,782
S11 Icke-finansiella bolag,"D75.REC Övriga löpande transfereringar, tillgång",2024K3,454
S11 Icke-finansiella bolag,"D75.REC Övriga löpande transfereringar, tillgång",2024K4,1054
S11 Icke-finansiella bolag,"D75S13.REC Övriga löpande transfereringar från offentlig sektor, tillgång",2024K1,..
S11 Icke-finansiella bolag,"D75S13.REC Övriga löpande transfereringar från offentlig sektor, tillgång",2024K2,..
S11 Icke-finansiella bolag,"D75S13.REC Övriga löpande transfereringar från offentlig sektor, tillgång",2024K3,..
S11 Icke-finansiella bolag,"D75S13.REC Övriga löpande transfereringar från offentlig sektor, tillgång",2024K4,..
S11 Icke-finansiella bolag,"D75S1W.REC Övriga löpande transfereringar från andra sektorer än offentlig sektor, tillgång",2024K1,..
S11 Icke-finansiella bolag,"D75S1W.REC Övriga löpande transfereringar från andra sektorer än offentlig sektor, tillgång",2024K2,..
S11 Icke-finansiella bolag,"D75S1W.REC Övriga löpande transfereringar från andra sektorer än offentlig sektor, tillgång",2024K3,..
S11 Icke-finansiella bolag,"D75S1W.REC Övriga löpande transfereringar från andra sektorer än offentlig sektor, tillgång",2024K4,..
S11 Icke-finansiella bolag,"D76.REC EU:s moms- och BNI-baserade egna medel, tillgång",2024K1,..
S11 Icke-finansiella bolag,"D76.REC EU:s moms- och BNI-baserade egna medel, tillgång",2024K2,..
S11 Icke-finansiella bolag,"D76.REC EU:s moms- och BNI-baserade egna medel, tillgång",2024K3,..
S11 Icke-finansiella bolag,"D76.REC EU:s moms- och BNI-baserade egna medel, tillgång",2024K4,..
S11 Icke-finansiella bolag,"D5+D6L+D7.REC Transfereringsinkomster, kontanta, tillgång",2024K1,13877
S11 Icke-finansiella bolag,"D5+D6L+D7.REC Transfereringsinkomster, kontanta, tillgång",2024K2,13622
S11 Icke-finansiella bolag,"D5+D6L+D7.REC Transfereringsinkomster, kontanta, tillgång",2024K3,11478
S11 Icke-finansiella bolag,"D5+D6L+D7.REC Transfereringsinkomster, kontanta, tillgång",2024K4,14681
S11 Icke-finansiella bolag,"B5n+D5+D6L+D7.REC Primärinkomstsaldo, netto, och transferingsinkomster, kontanta, tillgång",2024K1,124080
S11 Icke-finansiella bolag,"B5n+D5+D6L+D7.REC Primärinkomstsaldo, netto, och transferingsinkomster, kontanta, tillgång",2024K2,47103
S11 Icke-finansiella bolag,"B5n+D5+D6L+D7.REC Primärinkomstsaldo, netto, och transferingsinkomster, kontanta, tillgång",2024K3,104351
S11 Icke-finansiella bolag,"B5n+D5+D6L+D7.REC Primärinkomstsaldo, netto, och transferingsinkomster, kontanta, tillgång",2024K4,210938
S11 Icke-finansiella bolag,"D5.PAY Löpande inkomst- och förmögenhetsskatter etc., användning",2024K1,43087
S11 Icke-finansiella bolag,"D5.PAY Löpande inkomst- och förmögenhetsskatter etc., användning",2024K2,45418
S11 Icke-finansiella bolag,"D5.PAY Löpande inkomst- och förmögenhetsskatter etc., användning",2024K3,46193
S11 Icke-finansiella bolag,"D5.PAY Löpande inkomst- och förmögenhetsskatter etc., användning",2024K4,42804
S11 Icke-finansiella bolag,"D51.PAY Inkomstskatter, användning",2024K1,43087
S11 Icke-finansiella bolag,"D51.PAY Inkomstskatter, användning",2024K2,45418
S11 Icke-finansiella bolag,"D51.PAY Inkomstskatter, användning",2024K3,46193
S11 Icke-finansiella bolag,"D51.PAY Inkomstskatter, användning",2024K4,42804
S11 Icke-finansiella bolag,"D59.PAY Övriga löpande skatter, användning",2024K1,0
S11 Icke-finansiella bolag,"D59.PAY Övriga löpande skatter, användning",2024K2,0
S11 Icke-finansiella bolag,"D59.PAY Övriga löpande skatter, användning",2024K3,0
S11 Icke-finansiella bolag,"D59.PAY Övriga löpande skatter, användning",2024K4,0
S11 Icke-finansiella bolag,"D6L.PAY Sociala avgifter och förmåner, kontanta, användning",2024K1,1116
S11 Icke-finansiella bolag,"D6L.PAY Sociala avgifter och förmåner, kontanta, användning",2024K2,1074
S11 Icke-finansiella bolag,"D6L.PAY Sociala avgifter och förmåner, kontanta, användning",2024K3,1112
S11 Icke-finansiella bolag,"D6L.PAY Sociala avgifter och förmåner, kontanta, användning",2024K4,1080
S11 Icke-finansiella bolag,"D61.PAY Sociala avgifter, användning",2024K1,..
S11 Icke-finansiella bolag,"D61.PAY Sociala avgifter, användning",2024K2,..
S11 Icke-finansiella bolag,"D61.PAY Sociala avgifter, användning",2024K3,..
S11 Icke-finansiella bolag,"D61.PAY Sociala avgifter, användning",2024K4,..
S11 Icke-finansiella bolag,"D611.PAY Arbetsgivares faktiska sociala avgifter, användning",2024K1,..
S11 Icke-finansiella bolag,"D611.PAY Arbetsgivares faktiska sociala avgifter, användning",2024K2,..
S11 Icke-finansiella bolag,"D611.PAY Arbetsgivares faktiska sociala avgifter, användning",2024K3,..
S11 Icke-finansiella bolag,"D611.PAY Arbetsgivares faktiska sociala avgifter, användning",2024K4,..
S11 Icke-finansiella bolag,"D612.PAY Arbetsgivares tillräknade sociala avgifter, användning",2024K1,..
S11 Icke-finansiella bolag,"D612.PAY Arbetsgivares tillräknade sociala avgifter, användning",2024K2,..
S11 Icke-finansiella bolag,"D612.PAY Arbetsgivares tillräknade sociala avgifter, användning",2024K3,..
S11 Icke-finansiella bolag,"D612.PAY Arbetsgivares tillräknade sociala avgifter, användning",2024K4,..
S11 Icke-finansiella bolag,"D613.PAY Hushållens faktiska egenavgifter, användning",2024K1,..
S11 Icke-finansiella bolag,"D613.PAY Hushållens faktiska egenavgifter, användning",2024K2,..
S11 Icke-finansiella bolag,"D613.PAY Hushållens faktiska egenavgifter, användning",2024K3,..
S11 Icke-finansiella bolag,"D613.PAY Hushållens faktiska egenavgifter, användning",2024K4,..
S11 Icke-finansiella bolag,"D614.PAY Hushållens kompletterande egenavgifter, användning",2024K1,..
S11 Icke-finansiella bolag,"D614.PAY Hushållens kompletterande egenavgifter, användning",2024K2,..
S11 Icke-finansiella bolag,"D614.PAY Hushållens kompletterande egenavgifter, användning",2024K3,..
S11 Icke-finansiella bolag,"D614.PAY Hushållens kompletterande egenavgifter, användning",2024K4,..
S11 Icke-finansiella bolag,"D61SC.PAY De sociala försäkringssystemens administrationsavgifter, användning",2024K1,..
S11 Icke-finansiella bolag,"D61SC.PAY De sociala försäkringssystemens administrationsavgifter, användning",2024K2,..
S11 Icke-finansiella bolag,"D61SC.PAY De sociala försäkringssystemens administrationsavgifter, användning",2024K3,..
S11 Icke-finansiella bolag,"D61SC.PAY De sociala försäkringssystemens administrationsavgifter, användning",2024K4,..
S11 Icke-finansiella bolag,"D62.PAY Sociala förmåner andra än in natura, användning ",2024K1,1116
S11 Icke-finansiella bolag,"D62.PAY Sociala förmåner andra än in natura, användning ",2024K2,1074
S11 Icke-finansiella bolag,"D62.PAY Sociala förmåner andra än in natura, användning ",2024K3,1112
S11 Icke-finansiella bolag,"D62.PAY Sociala förmåner andra än in natura, användning ",2024K4,1080
S11 Icke-finansiella bolag,"D621.PAY Kontanta sociala trygghetsförmåner, användning",2024K1,..
S11 Icke-finansiella bolag,"D621.PAY Kontanta sociala trygghetsförmåner, användning",2024K2,..
S11 Icke-finansiella bolag,"D621.PAY Kontanta sociala trygghetsförmåner, användning",2024K3,..
S11 Icke-finansiella bolag,"D621.PAY Kontanta sociala trygghetsförmåner, användning",2024K4,..
S11 Icke-finansiella bolag,"D622.PAY Förmåner från andra sociala försäkringssystem, användning",2024K1,1116
S11 Icke-finansiella bolag,"D622.PAY Förmåner från andra sociala försäkringssystem, användning",2024K2,1074
S11 Icke-finansiella bolag,"D622.PAY Förmåner från andra sociala försäkringssystem, användning",2024K3,1112
S11 Icke-finansiella bolag,"D622.PAY Förmåner från andra sociala försäkringssystem, användning",2024K4,1080
S11 Icke-finansiella bolag,"D623.PAY Kontant socialt bistånd, användning",2024K1,..
S11 Icke-finansiella bolag,"D623.PAY Kontant socialt bistånd, användning",2024K2,..
S11 Icke-finansiella bolag,"D623.PAY Kontant socialt bistånd, användning",2024K3,..
S11 Icke-finansiella bolag,"D623.PAY Kontant socialt bistånd, användning",2024K4,..
S11 Icke-finansiella bolag,"D7.PAY Andra löpande transfereringar, användning",2024K1,23850
