region,typ av fastighet,ägarkategori,"år, oregelb",tabellinnehåll,"Allmän och förenklad fastighetstaxering. Taxeringsenheter, totalt taxerings-/basvärde och areal"
00 Riket,"420 Industrienhet, industrihotell",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",99
00 Riket,"420 Industrienhet, industrihotell",stat,2025,"Areal, kvkm",0.04
00 Riket,"420 Industrienhet, industrihotell","kommun, region",2025,Taxeringsenheter,22
00 Riket,"420 Industrienhet, industrihotell","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",244
00 Riket,"420 Industrienhet, industrihotell","kommun, region",2025,"Areal, kvkm",0.32
00 Riket,"420 Industrienhet, industrihotell",Svenska kyrkan,2025,Taxeringsenheter,..
00 Riket,"420 Industrienhet, industrihotell",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"420 Industrienhet, industrihotell",Svenska kyrkan,2025,"Areal, kvkm",..
00 Riket,"420 Industrienhet, industrihotell",allmännyttigt bostadsföretag,2025,Taxeringsenheter,21
00 Riket,"420 Industrienhet, industrihotell",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",146
00 Riket,"420 Industrienhet, industrihotell",allmännyttigt bostadsföretag,2025,"Areal, kvkm",0.35
00 Riket,"420 Industrienhet, industrihotell",bostadsrättsförening,2025,Taxeringsenheter,40
00 Riket,"420 Industrienhet, industrihotell",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",467
00 Riket,"420 Industrienhet, industrihotell",bostadsrättsförening,2025,"Areal, kvkm",0.11
00 Riket,"420 Industrienhet, industrihotell",ekonomisk förening utom BRF,2025,Taxeringsenheter,12
00 Riket,"420 Industrienhet, industrihotell",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",67
00 Riket,"420 Industrienhet, industrihotell",ekonomisk förening utom BRF,2025,"Areal, kvkm",0.02
00 Riket,"420 Industrienhet, industrihotell",bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,"420 Industrienhet, industrihotell",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"420 Industrienhet, industrihotell",bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,"420 Industrienhet, industrihotell",övrigt svenskt AB,2025,Taxeringsenheter,966
00 Riket,"420 Industrienhet, industrihotell",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",13529
00 Riket,"420 Industrienhet, industrihotell",övrigt svenskt AB,2025,"Areal, kvkm",11.87
00 Riket,"420 Industrienhet, industrihotell",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,2
00 Riket,"420 Industrienhet, industrihotell",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",8
00 Riket,"420 Industrienhet, industrihotell",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",0.01
00 Riket,"420 Industrienhet, industrihotell",dödsbo,2025,Taxeringsenheter,..
00 Riket,"420 Industrienhet, industrihotell",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"420 Industrienhet, industrihotell",dödsbo,2025,"Areal, kvkm",..
00 Riket,"420 Industrienhet, industrihotell",övriga,2025,Taxeringsenheter,80
00 Riket,"420 Industrienhet, industrihotell",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",1539
00 Riket,"420 Industrienhet, industrihotell",övriga,2025,"Areal, kvkm",1.34
00 Riket,"421 Industrienhet, kemisk industri",fysisk person,2025,Taxeringsenheter,27
00 Riket,"421 Industrienhet, kemisk industri",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",57
00 Riket,"421 Industrienhet, kemisk industri",fysisk person,2025,"Areal, kvkm",0.15
00 Riket,"421 Industrienhet, kemisk industri",stat,2025,Taxeringsenheter,..
00 Riket,"421 Industrienhet, kemisk industri",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"421 Industrienhet, kemisk industri",stat,2025,"Areal, kvkm",..
00 Riket,"421 Industrienhet, kemisk industri","kommun, region",2025,Taxeringsenheter,6
00 Riket,"421 Industrienhet, kemisk industri","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",74
00 Riket,"421 Industrienhet, kemisk industri","kommun, region",2025,"Areal, kvkm",0.12
00 Riket,"421 Industrienhet, kemisk industri",Svenska kyrkan,2025,Taxeringsenheter,..
00 Riket,"421 Industrienhet, kemisk industri",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"421 Industrienhet, kemisk industri",Svenska kyrkan,2025,"Areal, kvkm",..
00 Riket,"421 Industrienhet, kemisk industri",allmännyttigt bostadsföretag,2025,Taxeringsenheter,3
00 Riket,"421 Industrienhet, kemisk industri",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",24
00 Riket,"421 Industrienhet, kemisk industri",allmännyttigt bostadsföretag,2025,"Areal, kvkm",0.07
00 Riket,"421 Industrienhet, kemisk industri",bostadsrättsförening,2025,Taxeringsenheter,..
00 Riket,"421 Industrienhet, kemisk industri",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"421 Industrienhet, kemisk industri",bostadsrättsförening,2025,"Areal, kvkm",..
00 Riket,"421 Industrienhet, kemisk industri",ekonomisk förening utom BRF,2025,Taxeringsenheter,2
00 Riket,"421 Industrienhet, kemisk industri",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",657
00 Riket,"421 Industrienhet, kemisk industri",ekonomisk förening utom BRF,2025,"Areal, kvkm",1.20
00 Riket,"421 Industrienhet, kemisk industri",bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,"421 Industrienhet, kemisk industri",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"421 Industrienhet, kemisk industri",bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,"421 Industrienhet, kemisk industri",övrigt svenskt AB,2025,Taxeringsenheter,453
00 Riket,"421 Industrienhet, kemisk industri",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",30881
00 Riket,"421 Industrienhet, kemisk industri",övrigt svenskt AB,2025,"Areal, kvkm",20.43
00 Riket,"421 Industrienhet, kemisk industri",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,..
00 Riket,"421 Industrienhet, kemisk industri",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"421 Industrienhet, kemisk industri",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",..
00 Riket,"421 Industrienhet, kemisk industri",dödsbo,2025,Taxeringsenheter,..
00 Riket,"421 Industrienhet, kemisk industri",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"421 Industrienhet, kemisk industri",dödsbo,2025,"Areal, kvkm",..
00 Riket,"421 Industrienhet, kemisk industri",övriga,2025,Taxeringsenheter,24
00 Riket,"421 Industrienhet, kemisk industri",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",1130
00 Riket,"421 Industrienhet, kemisk industri",övriga,2025,"Areal, kvkm",1.43
00 Riket,"422 Industrienhet, livsmedelsindustri",fysisk person,2025,Taxeringsenheter,377
00 Riket,"422 Industrienhet, livsmedelsindustri",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",433
00 Riket,"422 Industrienhet, livsmedelsindustri",fysisk person,2025,"Areal, kvkm",0.94
00 Riket,"422 Industrienhet, livsmedelsindustri",stat,2025,Taxeringsenheter,..
00 Riket,"422 Industrienhet, livsmedelsindustri",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"422 Industrienhet, livsmedelsindustri",stat,2025,"Areal, kvkm",..
00 Riket,"422 Industrienhet, livsmedelsindustri","kommun, region",2025,Taxeringsenheter,12
00 Riket,"422 Industrienhet, livsmedelsindustri","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",111
00 Riket,"422 Industrienhet, livsmedelsindustri","kommun, region",2025,"Areal, kvkm",0.08
00 Riket,"422 Industrienhet, livsmedelsindustri",Svenska kyrkan,2025,Taxeringsenheter,..
00 Riket,"422 Industrienhet, livsmedelsindustri",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"422 Industrienhet, livsmedelsindustri",Svenska kyrkan,2025,"Areal, kvkm",..
00 Riket,"422 Industrienhet, livsmedelsindustri",allmännyttigt bostadsföretag,2025,Taxeringsenheter,4
00 Riket,"422 Industrienhet, livsmedelsindustri",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",22
00 Riket,"422 Industrienhet, livsmedelsindustri",allmännyttigt bostadsföretag,2025,"Areal, kvkm",0.03
00 Riket,"422 Industrienhet, livsmedelsindustri",bostadsrättsförening,2025,Taxeringsenheter,..
00 Riket,"422 Industrienhet, livsmedelsindustri",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"422 Industrienhet, livsmedelsindustri",bostadsrättsförening,2025,"Areal, kvkm",..
00 Riket,"422 Industrienhet, livsmedelsindustri",ekonomisk förening utom BRF,2025,Taxeringsenheter,37
00 Riket,"422 Industrienhet, livsmedelsindustri",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",1350
00 Riket,"422 Industrienhet, livsmedelsindustri",ekonomisk förening utom BRF,2025,"Areal, kvkm",1.08
00 Riket,"422 Industrienhet, livsmedelsindustri",bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,"422 Industrienhet, livsmedelsindustri",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"422 Industrienhet, livsmedelsindustri",bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,"422 Industrienhet, livsmedelsindustri",övrigt svenskt AB,2025,Taxeringsenheter,966
00 Riket,"422 Industrienhet, livsmedelsindustri",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",17806
00 Riket,"422 Industrienhet, livsmedelsindustri",övrigt svenskt AB,2025,"Areal, kvkm",16.87
00 Riket,"422 Industrienhet, livsmedelsindustri",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,2
00 Riket,"422 Industrienhet, livsmedelsindustri",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",7
00 Riket,"422 Industrienhet, livsmedelsindustri",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",0.01
00 Riket,"422 Industrienhet, livsmedelsindustri",dödsbo,2025,Taxeringsenheter,4
00 Riket,"422 Industrienhet, livsmedelsindustri",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",14
00 Riket,"422 Industrienhet, livsmedelsindustri",dödsbo,2025,"Areal, kvkm",0.01
00 Riket,"422 Industrienhet, livsmedelsindustri",övriga,2025,Taxeringsenheter,55
00 Riket,"422 Industrienhet, livsmedelsindustri",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",813
00 Riket,"422 Industrienhet, livsmedelsindustri",övriga,2025,"Areal, kvkm",0.47
00 Riket,"423 Industrienhet, metall- och maskinindustri",fysisk person,2025,Taxeringsenheter,1011
00 Riket,"423 Industrienhet, metall- och maskinindustri",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",1338
00 Riket,"423 Industrienhet, metall- och maskinindustri",fysisk person,2025,"Areal, kvkm",4.28
00 Riket,"423 Industrienhet, metall- och maskinindustri",stat,2025,Taxeringsenheter,..
00 Riket,"423 Industrienhet, metall- och maskinindustri",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"423 Industrienhet, metall- och maskinindustri",stat,2025,"Areal, kvkm",..
00 Riket,"423 Industrienhet, metall- och maskinindustri","kommun, region",2025,Taxeringsenheter,64
00 Riket,"423 Industrienhet, metall- och maskinindustri","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",834
00 Riket,"423 Industrienhet, metall- och maskinindustri","kommun, region",2025,"Areal, kvkm",1.24
00 Riket,"423 Industrienhet, metall- och maskinindustri",Svenska kyrkan,2025,Taxeringsenheter,..
00 Riket,"423 Industrienhet, metall- och maskinindustri",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"423 Industrienhet, metall- och maskinindustri",Svenska kyrkan,2025,"Areal, kvkm",..
00 Riket,"423 Industrienhet, metall- och maskinindustri",allmännyttigt bostadsföretag,2025,Taxeringsenheter,14
00 Riket,"423 Industrienhet, metall- och maskinindustri",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",97
00 Riket,"423 Industrienhet, metall- och maskinindustri",allmännyttigt bostadsföretag,2025,"Areal, kvkm",0.19
00 Riket,"423 Industrienhet, metall- och maskinindustri",bostadsrättsförening,2025,Taxeringsenheter,2
00 Riket,"423 Industrienhet, metall- och maskinindustri",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",13
00 Riket,"423 Industrienhet, metall- och maskinindustri",bostadsrättsförening,2025,"Areal, kvkm",0.02
00 Riket,"423 Industrienhet, metall- och maskinindustri",ekonomisk förening utom BRF,2025,Taxeringsenheter,8
00 Riket,"423 Industrienhet, metall- och maskinindustri",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",43
00 Riket,"423 Industrienhet, metall- och maskinindustri",ekonomisk förening utom BRF,2025,"Areal, kvkm",0.05
00 Riket,"423 Industrienhet, metall- och maskinindustri",bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,"423 Industrienhet, metall- och maskinindustri",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"423 Industrienhet, metall- och maskinindustri",bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,"423 Industrienhet, metall- och maskinindustri",övrigt svenskt AB,2025,Taxeringsenheter,4859
00 Riket,"423 Industrienhet, metall- och maskinindustri",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",79565
00 Riket,"423 Industrienhet, metall- och maskinindustri",övrigt svenskt AB,2025,"Areal, kvkm",123.90
00 Riket,"423 Industrienhet, metall- och maskinindustri",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,3
00 Riket,"423 Industrienhet, metall- och maskinindustri",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",2
00 Riket,"423 Industrienhet, metall- och maskinindustri",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",0.01
00 Riket,"423 Industrienhet, metall- och maskinindustri",dödsbo,2025,Taxeringsenheter,18
00 Riket,"423 Industrienhet, metall- och maskinindustri",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",28
00 Riket,"423 Industrienhet, metall- och maskinindustri",dödsbo,2025,"Areal, kvkm",0.09
00 Riket,"423 Industrienhet, metall- och maskinindustri",övriga,2025,Taxeringsenheter,226
00 Riket,"423 Industrienhet, metall- och maskinindustri",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",5013
00 Riket,"423 Industrienhet, metall- och maskinindustri",övriga,2025,"Areal, kvkm",4.91
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",fysisk person,2025,Taxeringsenheter,112
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",130
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",fysisk person,2025,"Areal, kvkm",0.39
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",stat,2025,Taxeringsenheter,..
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",stat,2025,"Areal, kvkm",..
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri","kommun, region",2025,Taxeringsenheter,4
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",5
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri","kommun, region",2025,"Areal, kvkm",0.01
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",Svenska kyrkan,2025,Taxeringsenheter,..
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",Svenska kyrkan,2025,"Areal, kvkm",..
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",allmännyttigt bostadsföretag,2025,Taxeringsenheter,2
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",1
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",allmännyttigt bostadsföretag,2025,"Areal, kvkm",0.01
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",bostadsrättsförening,2025,Taxeringsenheter,..
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",bostadsrättsförening,2025,"Areal, kvkm",..
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",ekonomisk förening utom BRF,2025,Taxeringsenheter,..
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",ekonomisk förening utom BRF,2025,"Areal, kvkm",..
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",övrigt svenskt AB,2025,Taxeringsenheter,311
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",3151
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",övrigt svenskt AB,2025,"Areal, kvkm",3.68
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,2
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",5
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",0.01
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",dödsbo,2025,Taxeringsenheter,4
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",2
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",dödsbo,2025,"Areal, kvkm",0.01
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",övriga,2025,Taxeringsenheter,28
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",365
00 Riket,"424 Industrienhet, textil- och beklädnadsindustri",övriga,2025,"Areal, kvkm",0.35
00 Riket,"425 Industrienhet, trävaruindustri",fysisk person,2025,Taxeringsenheter,1069
00 Riket,"425 Industrienhet, trävaruindustri",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",1160
00 Riket,"425 Industrienhet, trävaruindustri",fysisk person,2025,"Areal, kvkm",8.20
00 Riket,"425 Industrienhet, trävaruindustri",stat,2025,Taxeringsenheter,..
00 Riket,"425 Industrienhet, trävaruindustri",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"425 Industrienhet, trävaruindustri",stat,2025,"Areal, kvkm",..
00 Riket,"425 Industrienhet, trävaruindustri","kommun, region",2025,Taxeringsenheter,35
00 Riket,"425 Industrienhet, trävaruindustri","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",112
00 Riket,"425 Industrienhet, trävaruindustri","kommun, region",2025,"Areal, kvkm",0.36
00 Riket,"425 Industrienhet, trävaruindustri",Svenska kyrkan,2025,Taxeringsenheter,1
00 Riket,"425 Industrienhet, trävaruindustri",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",1
00 Riket,"425 Industrienhet, trävaruindustri",Svenska kyrkan,2025,"Areal, kvkm",0.01
00 Riket,"425 Industrienhet, trävaruindustri",allmännyttigt bostadsföretag,2025,Taxeringsenheter,4
00 Riket,"425 Industrienhet, trävaruindustri",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",15
00 Riket,"425 Industrienhet, trävaruindustri",allmännyttigt bostadsföretag,2025,"Areal, kvkm",0.03
00 Riket,"425 Industrienhet, trävaruindustri",bostadsrättsförening,2025,Taxeringsenheter,..
00 Riket,"425 Industrienhet, trävaruindustri",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"425 Industrienhet, trävaruindustri",bostadsrättsförening,2025,"Areal, kvkm",..
00 Riket,"425 Industrienhet, trävaruindustri",ekonomisk förening utom BRF,2025,Taxeringsenheter,25
00 Riket,"425 Industrienhet, trävaruindustri",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",2557
00 Riket,"425 Industrienhet, trävaruindustri",ekonomisk förening utom BRF,2025,"Areal, kvkm",3.48
00 Riket,"425 Industrienhet, trävaruindustri",bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,"425 Industrienhet, trävaruindustri",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"425 Industrienhet, trävaruindustri",bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,"425 Industrienhet, trävaruindustri",övrigt svenskt AB,2025,Taxeringsenheter,1974
00 Riket,"425 Industrienhet, trävaruindustri",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",24056
00 Riket,"425 Industrienhet, trävaruindustri",övrigt svenskt AB,2025,"Areal, kvkm",81.75
00 Riket,"425 Industrienhet, trävaruindustri",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,4
00 Riket,"425 Industrienhet, trävaruindustri",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",6
00 Riket,"425 Industrienhet, trävaruindustri",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",0.01
00 Riket,"425 Industrienhet, trävaruindustri",dödsbo,2025,Taxeringsenheter,21
00 Riket,"425 Industrienhet, trävaruindustri",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",16
00 Riket,"425 Industrienhet, trävaruindustri",dödsbo,2025,"Areal, kvkm",0.12
00 Riket,"425 Industrienhet, trävaruindustri",övriga,2025,Taxeringsenheter,103
00 Riket,"425 Industrienhet, trävaruindustri",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",323
00 Riket,"425 Industrienhet, trävaruindustri",övriga,2025,"Areal, kvkm",1.16
00 Riket,"426 Industrienhet, annan tillverkningsindustri",fysisk person,2025,Taxeringsenheter,1712
00 Riket,"426 Industrienhet, annan tillverkningsindustri",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",2876
00 Riket,"426 Industrienhet, annan tillverkningsindustri",fysisk person,2025,"Areal, kvkm",7.20
00 Riket,"426 Industrienhet, annan tillverkningsindustri",stat,2025,Taxeringsenheter,6
00 Riket,"426 Industrienhet, annan tillverkningsindustri",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",14
00 Riket,"426 Industrienhet, annan tillverkningsindustri",stat,2025,"Areal, kvkm",0.03
00 Riket,"426 Industrienhet, annan tillverkningsindustri","kommun, region",2025,Taxeringsenheter,128
00 Riket,"426 Industrienhet, annan tillverkningsindustri","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",1340
00 Riket,"426 Industrienhet, annan tillverkningsindustri","kommun, region",2025,"Areal, kvkm",1.98
00 Riket,"426 Industrienhet, annan tillverkningsindustri",Svenska kyrkan,2025,Taxeringsenheter,..
00 Riket,"426 Industrienhet, annan tillverkningsindustri",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"426 Industrienhet, annan tillverkningsindustri",Svenska kyrkan,2025,"Areal, kvkm",..
00 Riket,"426 Industrienhet, annan tillverkningsindustri",allmännyttigt bostadsföretag,2025,Taxeringsenheter,33
00 Riket,"426 Industrienhet, annan tillverkningsindustri",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",185
00 Riket,"426 Industrienhet, annan tillverkningsindustri",allmännyttigt bostadsföretag,2025,"Areal, kvkm",0.25
00 Riket,"426 Industrienhet, annan tillverkningsindustri",bostadsrättsförening,2025,Taxeringsenheter,37
00 Riket,"426 Industrienhet, annan tillverkningsindustri",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",842
00 Riket,"426 Industrienhet, annan tillverkningsindustri",bostadsrättsförening,2025,"Areal, kvkm",0.19
00 Riket,"426 Industrienhet, annan tillverkningsindustri",ekonomisk förening utom BRF,2025,Taxeringsenheter,52
00 Riket,"426 Industrienhet, annan tillverkningsindustri",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",1310
00 Riket,"426 Industrienhet, annan tillverkningsindustri",ekonomisk förening utom BRF,2025,"Areal, kvkm",1.56
00 Riket,"426 Industrienhet, annan tillverkningsindustri",bank och försäkringsbolag,2025,Taxeringsenheter,1
00 Riket,"426 Industrienhet, annan tillverkningsindustri",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",1
00 Riket,"426 Industrienhet, annan tillverkningsindustri",bank och försäkringsbolag,2025,"Areal, kvkm",0.00
00 Riket,"426 Industrienhet, annan tillverkningsindustri",övrigt svenskt AB,2025,Taxeringsenheter,8289
00 Riket,"426 Industrienhet, annan tillverkningsindustri",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",133450
00 Riket,"426 Industrienhet, annan tillverkningsindustri",övrigt svenskt AB,2025,"Areal, kvkm",147.72
00 Riket,"426 Industrienhet, annan tillverkningsindustri",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,17
00 Riket,"426 Industrienhet, annan tillverkningsindustri",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",98
00 Riket,"426 Industrienhet, annan tillverkningsindustri",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",0.10
00 Riket,"426 Industrienhet, annan tillverkningsindustri",dödsbo,2025,Taxeringsenheter,33
00 Riket,"426 Industrienhet, annan tillverkningsindustri",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",65
00 Riket,"426 Industrienhet, annan tillverkningsindustri",dödsbo,2025,"Areal, kvkm",0.17
00 Riket,"426 Industrienhet, annan tillverkningsindustri",övriga,2025,Taxeringsenheter,484
00 Riket,"426 Industrienhet, annan tillverkningsindustri",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",6959
00 Riket,"426 Industrienhet, annan tillverkningsindustri",övriga,2025,"Areal, kvkm",5.77
00 Riket,"430 Industrienhet, bensinstation",fysisk person,2025,Taxeringsenheter,161
00 Riket,"430 Industrienhet, bensinstation",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",141
00 Riket,"430 Industrienhet, bensinstation",fysisk person,2025,"Areal, kvkm",0.44
00 Riket,"430 Industrienhet, bensinstation",stat,2025,Taxeringsenheter,..
