region,typ av fastighet,ägarkategori,"år, oregelb",tabellinnehåll,"Allmän och förenklad fastighetstaxering. Taxeringsenheter, totalt taxerings-/basvärde och areal"
00 Riket,"322 Hyreshusenhet, hotell eller restaurangbyggnad",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",303
00 Riket,"322 Hyreshusenhet, hotell eller restaurangbyggnad",ekonomisk förening utom BRF,2025,"Areal, kvkm",0.34
00 Riket,"322 Hyreshusenhet, hotell eller restaurangbyggnad",bank och försäkringsbolag,2025,Taxeringsenheter,6
00 Riket,"322 Hyreshusenhet, hotell eller restaurangbyggnad",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",2718
00 Riket,"322 Hyreshusenhet, hotell eller restaurangbyggnad",bank och försäkringsbolag,2025,"Areal, kvkm",0.01
00 Riket,"322 Hyreshusenhet, hotell eller restaurangbyggnad",övrigt svenskt AB,2025,Taxeringsenheter,2823
00 Riket,"322 Hyreshusenhet, hotell eller restaurangbyggnad",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",70015
00 Riket,"322 Hyreshusenhet, hotell eller restaurangbyggnad",övrigt svenskt AB,2025,"Areal, kvkm",35.13
00 Riket,"322 Hyreshusenhet, hotell eller restaurangbyggnad",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,50
00 Riket,"322 Hyreshusenhet, hotell eller restaurangbyggnad",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",1021
00 Riket,"322 Hyreshusenhet, hotell eller restaurangbyggnad",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",0.56
00 Riket,"322 Hyreshusenhet, hotell eller restaurangbyggnad",dödsbo,2025,Taxeringsenheter,6
00 Riket,"322 Hyreshusenhet, hotell eller restaurangbyggnad",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",8
00 Riket,"322 Hyreshusenhet, hotell eller restaurangbyggnad",dödsbo,2025,"Areal, kvkm",0.08
00 Riket,"322 Hyreshusenhet, hotell eller restaurangbyggnad",övriga,2025,Taxeringsenheter,338
00 Riket,"322 Hyreshusenhet, hotell eller restaurangbyggnad",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",12977
00 Riket,"322 Hyreshusenhet, hotell eller restaurangbyggnad",övriga,2025,"Areal, kvkm",4.19
00 Riket,"323 Hyreshusenhet, kiosk",fysisk person,2025,Taxeringsenheter,544
00 Riket,"323 Hyreshusenhet, kiosk",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",243
00 Riket,"323 Hyreshusenhet, kiosk",fysisk person,2025,"Areal, kvkm",0.29
00 Riket,"323 Hyreshusenhet, kiosk",stat,2025,Taxeringsenheter,3
00 Riket,"323 Hyreshusenhet, kiosk",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",1
00 Riket,"323 Hyreshusenhet, kiosk",stat,2025,"Areal, kvkm",0.00
00 Riket,"323 Hyreshusenhet, kiosk","kommun, region",2025,Taxeringsenheter,71
00 Riket,"323 Hyreshusenhet, kiosk","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",59
00 Riket,"323 Hyreshusenhet, kiosk","kommun, region",2025,"Areal, kvkm",0.11
00 Riket,"323 Hyreshusenhet, kiosk",Svenska kyrkan,2025,Taxeringsenheter,1
00 Riket,"323 Hyreshusenhet, kiosk",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",1
00 Riket,"323 Hyreshusenhet, kiosk",Svenska kyrkan,2025,"Areal, kvkm",0.00
00 Riket,"323 Hyreshusenhet, kiosk",allmännyttigt bostadsföretag,2025,Taxeringsenheter,7
00 Riket,"323 Hyreshusenhet, kiosk",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",50
00 Riket,"323 Hyreshusenhet, kiosk",allmännyttigt bostadsföretag,2025,"Areal, kvkm",0.01
00 Riket,"323 Hyreshusenhet, kiosk",bostadsrättsförening,2025,Taxeringsenheter,2
00 Riket,"323 Hyreshusenhet, kiosk",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",1
00 Riket,"323 Hyreshusenhet, kiosk",bostadsrättsförening,2025,"Areal, kvkm",0.00
00 Riket,"323 Hyreshusenhet, kiosk",ekonomisk förening utom BRF,2025,Taxeringsenheter,5
00 Riket,"323 Hyreshusenhet, kiosk",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",1
00 Riket,"323 Hyreshusenhet, kiosk",ekonomisk förening utom BRF,2025,"Areal, kvkm",0.00
00 Riket,"323 Hyreshusenhet, kiosk",bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,"323 Hyreshusenhet, kiosk",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"323 Hyreshusenhet, kiosk",bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,"323 Hyreshusenhet, kiosk",övrigt svenskt AB,2025,Taxeringsenheter,514
00 Riket,"323 Hyreshusenhet, kiosk",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",396
00 Riket,"323 Hyreshusenhet, kiosk",övrigt svenskt AB,2025,"Areal, kvkm",0.40
00 Riket,"323 Hyreshusenhet, kiosk",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,3
00 Riket,"323 Hyreshusenhet, kiosk",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",1
00 Riket,"323 Hyreshusenhet, kiosk",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",0.00
00 Riket,"323 Hyreshusenhet, kiosk",dödsbo,2025,Taxeringsenheter,9
00 Riket,"323 Hyreshusenhet, kiosk",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",7
00 Riket,"323 Hyreshusenhet, kiosk",dödsbo,2025,"Areal, kvkm",0.00
00 Riket,"323 Hyreshusenhet, kiosk",övriga,2025,Taxeringsenheter,142
00 Riket,"323 Hyreshusenhet, kiosk",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",74
00 Riket,"323 Hyreshusenhet, kiosk",övriga,2025,"Areal, kvkm",0.04
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",fysisk person,2025,Taxeringsenheter,78
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",49
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",fysisk person,2025,"Areal, kvkm",0.12
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",stat,2025,Taxeringsenheter,2
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",2
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",stat,2025,"Areal, kvkm",0.01
00 Riket,"324 Hyreshusenhet, parkeringshus/garage","kommun, region",2025,Taxeringsenheter,56
00 Riket,"324 Hyreshusenhet, parkeringshus/garage","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",1526
00 Riket,"324 Hyreshusenhet, parkeringshus/garage","kommun, region",2025,"Areal, kvkm",0.49
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",Svenska kyrkan,2025,Taxeringsenheter,..
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",Svenska kyrkan,2025,"Areal, kvkm",..
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",allmännyttigt bostadsföretag,2025,Taxeringsenheter,206
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",858
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",allmännyttigt bostadsföretag,2025,"Areal, kvkm",1.24
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",bostadsrättsförening,2025,Taxeringsenheter,165
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",1210
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",bostadsrättsförening,2025,"Areal, kvkm",0.28
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",ekonomisk förening utom BRF,2025,Taxeringsenheter,137
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",240
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",ekonomisk förening utom BRF,2025,"Areal, kvkm",0.29
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",övrigt svenskt AB,2025,Taxeringsenheter,384
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",12583
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",övrigt svenskt AB,2025,"Areal, kvkm",1.34
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,..
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",..
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",dödsbo,2025,Taxeringsenheter,7
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",2
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",dödsbo,2025,"Areal, kvkm",0.00
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",övriga,2025,Taxeringsenheter,141
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",1025
00 Riket,"324 Hyreshusenhet, parkeringshus/garage",övriga,2025,"Areal, kvkm",0.49
00 Riket,"325 Hyreshusenhet, lokaler",fysisk person,2025,Taxeringsenheter,3401
00 Riket,"325 Hyreshusenhet, lokaler",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",6412
00 Riket,"325 Hyreshusenhet, lokaler",fysisk person,2025,"Areal, kvkm",12.05
00 Riket,"325 Hyreshusenhet, lokaler",stat,2025,Taxeringsenheter,66
00 Riket,"325 Hyreshusenhet, lokaler",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",3001
00 Riket,"325 Hyreshusenhet, lokaler",stat,2025,"Areal, kvkm",0.75
00 Riket,"325 Hyreshusenhet, lokaler","kommun, region",2025,Taxeringsenheter,1066
00 Riket,"325 Hyreshusenhet, lokaler","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",3870
00 Riket,"325 Hyreshusenhet, lokaler","kommun, region",2025,"Areal, kvkm",11.27
00 Riket,"325 Hyreshusenhet, lokaler",Svenska kyrkan,2025,Taxeringsenheter,27
00 Riket,"325 Hyreshusenhet, lokaler",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",70
00 Riket,"325 Hyreshusenhet, lokaler",Svenska kyrkan,2025,"Areal, kvkm",0.12
00 Riket,"325 Hyreshusenhet, lokaler",allmännyttigt bostadsföretag,2025,Taxeringsenheter,652
00 Riket,"325 Hyreshusenhet, lokaler",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",5671
00 Riket,"325 Hyreshusenhet, lokaler",allmännyttigt bostadsföretag,2025,"Areal, kvkm",2.53
00 Riket,"325 Hyreshusenhet, lokaler",bostadsrättsförening,2025,Taxeringsenheter,126
00 Riket,"325 Hyreshusenhet, lokaler",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",1565
00 Riket,"325 Hyreshusenhet, lokaler",bostadsrättsförening,2025,"Areal, kvkm",0.58
00 Riket,"325 Hyreshusenhet, lokaler",ekonomisk förening utom BRF,2025,Taxeringsenheter,444
00 Riket,"325 Hyreshusenhet, lokaler",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",4122
00 Riket,"325 Hyreshusenhet, lokaler",ekonomisk förening utom BRF,2025,"Areal, kvkm",2.36
00 Riket,"325 Hyreshusenhet, lokaler",bank och försäkringsbolag,2025,Taxeringsenheter,164
00 Riket,"325 Hyreshusenhet, lokaler",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",24775
00 Riket,"325 Hyreshusenhet, lokaler",bank och försäkringsbolag,2025,"Areal, kvkm",0.55
00 Riket,"325 Hyreshusenhet, lokaler",övrigt svenskt AB,2025,Taxeringsenheter,15938
00 Riket,"325 Hyreshusenhet, lokaler",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",709563
00 Riket,"325 Hyreshusenhet, lokaler",övrigt svenskt AB,2025,"Areal, kvkm",121.93
00 Riket,"325 Hyreshusenhet, lokaler",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,128
00 Riket,"325 Hyreshusenhet, lokaler",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",1913
00 Riket,"325 Hyreshusenhet, lokaler",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",1.78
00 Riket,"325 Hyreshusenhet, lokaler",dödsbo,2025,Taxeringsenheter,40
00 Riket,"325 Hyreshusenhet, lokaler",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",146
00 Riket,"325 Hyreshusenhet, lokaler",dödsbo,2025,"Areal, kvkm",0.13
00 Riket,"325 Hyreshusenhet, lokaler",övriga,2025,Taxeringsenheter,1979
00 Riket,"325 Hyreshusenhet, lokaler",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",133941
00 Riket,"325 Hyreshusenhet, lokaler",övriga,2025,"Areal, kvkm",15.09
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",fysisk person,2025,Taxeringsenheter,73
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",102
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",fysisk person,2025,"Areal, kvkm",0.10
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",stat,2025,Taxeringsenheter,1
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",21
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",stat,2025,"Areal, kvkm",0.10
00 Riket,"326 Hyreshusenhet, kontor inom industrimark","kommun, region",2025,Taxeringsenheter,25
00 Riket,"326 Hyreshusenhet, kontor inom industrimark","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",117
00 Riket,"326 Hyreshusenhet, kontor inom industrimark","kommun, region",2025,"Areal, kvkm",0.10
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",Svenska kyrkan,2025,Taxeringsenheter,..
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",Svenska kyrkan,2025,"Areal, kvkm",..
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",allmännyttigt bostadsföretag,2025,Taxeringsenheter,12
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",136
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",allmännyttigt bostadsföretag,2025,"Areal, kvkm",0.06
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",bostadsrättsförening,2025,Taxeringsenheter,2
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",52
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",bostadsrättsförening,2025,"Areal, kvkm",0.01
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",ekonomisk förening utom BRF,2025,Taxeringsenheter,28
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",63
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",ekonomisk förening utom BRF,2025,"Areal, kvkm",0.09
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",bank och försäkringsbolag,2025,Taxeringsenheter,2
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",186
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",bank och försäkringsbolag,2025,"Areal, kvkm",0.01
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",övrigt svenskt AB,2025,Taxeringsenheter,1760
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",22420
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",övrigt svenskt AB,2025,"Areal, kvkm",8.61
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,2
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",7
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",0.01
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",dödsbo,2025,Taxeringsenheter,1
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",dödsbo,2025,"Areal, kvkm",0.03
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",övriga,2025,Taxeringsenheter,68
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",1466
00 Riket,"326 Hyreshusenhet, kontor inom industrimark",övriga,2025,"Areal, kvkm",0.77
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",fysisk person,2025,Taxeringsenheter,10
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",3
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",fysisk person,2025,"Areal, kvkm",0.00
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",stat,2025,Taxeringsenheter,..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",stat,2025,"Areal, kvkm",..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd","kommun, region",2025,Taxeringsenheter,32
00 Riket,"510 Ägarlägenhetsenhet, obebyggd","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",6
00 Riket,"510 Ägarlägenhetsenhet, obebyggd","kommun, region",2025,"Areal, kvkm",0.00
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",Svenska kyrkan,2025,Taxeringsenheter,..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",Svenska kyrkan,2025,"Areal, kvkm",..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",allmännyttigt bostadsföretag,2025,Taxeringsenheter,..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",allmännyttigt bostadsföretag,2025,"Areal, kvkm",..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",bostadsrättsförening,2025,Taxeringsenheter,..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",bostadsrättsförening,2025,"Areal, kvkm",..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",ekonomisk förening utom BRF,2025,Taxeringsenheter,8
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",9
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",ekonomisk förening utom BRF,2025,"Areal, kvkm",0.00
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",övrigt svenskt AB,2025,Taxeringsenheter,33
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",27
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",övrigt svenskt AB,2025,"Areal, kvkm",0.00
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",dödsbo,2025,Taxeringsenheter,..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",dödsbo,2025,"Areal, kvkm",..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",övriga,2025,Taxeringsenheter,..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"510 Ägarlägenhetsenhet, obebyggd",övriga,2025,"Areal, kvkm",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",fysisk person,2025,Taxeringsenheter,..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",fysisk person,2025,"Areal, kvkm",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",stat,2025,Taxeringsenheter,..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",stat,2025,"Areal, kvkm",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr","kommun, region",2025,Taxeringsenheter,..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr","kommun, region",2025,"Areal, kvkm",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",Svenska kyrkan,2025,Taxeringsenheter,..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",Svenska kyrkan,2025,"Areal, kvkm",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",allmännyttigt bostadsföretag,2025,Taxeringsenheter,..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",allmännyttigt bostadsföretag,2025,"Areal, kvkm",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",bostadsrättsförening,2025,Taxeringsenheter,..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",bostadsrättsförening,2025,"Areal, kvkm",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",ekonomisk förening utom BRF,2025,Taxeringsenheter,..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",ekonomisk förening utom BRF,2025,"Areal, kvkm",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",övrigt svenskt AB,2025,Taxeringsenheter,..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",övrigt svenskt AB,2025,"Areal, kvkm",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",dödsbo,2025,Taxeringsenheter,..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",dödsbo,2025,"Areal, kvkm",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",övriga,2025,Taxeringsenheter,..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"513 Ägarlägenhetsenhet, byggnadsvärde under 50 000 kr",övriga,2025,"Areal, kvkm",..
00 Riket,"520 Ägarlägenhetsenhet, bostad",fysisk person,2025,Taxeringsenheter,2121
00 Riket,"520 Ägarlägenhetsenhet, bostad",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",5076
00 Riket,"520 Ägarlägenhetsenhet, bostad",fysisk person,2025,"Areal, kvkm",0.00
